day,year,mo,da,date,Crimes_This_Day,primary_type,location_description,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
1,2017,01,16,2017-01-16,17,OTHER OFFENSE,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,37,BATTERY,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,CRIM SEXUAL ASSAULT,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,NARCOTICS,ABANDONED BUILDING,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,MOTOR VEHICLE THEFT,CONVENIENCE STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,WEAPONS VIOLATION,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,BATTERY,BAR OR TAVERN,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,9,DECEPTIVE PRACTICE,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,9,BATTERY,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,NARCOTICS,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,11,BURGLARY,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,CRIMINAL DAMAGE,ALLEY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,4,THEFT,RESIDENTIAL YARD (FRONT/BACK),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ASSAULT,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,NARCOTICS,GOVERNMENT BUILDING/PROPERTY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,NARCOTICS,SIDEWALK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,4,WEAPONS VIOLATION,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ASSAULT,SMALL RETAIL STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,16,THEFT,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,6,THEFT,DEPARTMENT STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,PUBLIC PEACE VIOLATION,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,PROSTITUTION,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,BATTERY,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ROBBERY,CTA PLATFORM,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,ALLEY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL DAMAGE,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,MEDICAL/DENTAL OFFICE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,DECEPTIVE PRACTICE,CTA STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,DRUG STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,BARBERSHOP,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ASSAULT,DEPARTMENT STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,DECEPTIVE PRACTICE,GROCERY FOOD STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,DECEPTIVE PRACTICE,DEPARTMENT STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,9,NARCOTICS,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,CTA PLATFORM,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,7,THEFT,GROCERY FOOD STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,CTA TRAIN,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,7,THEFT,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,6,ASSAULT,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,THEFT,COMMERCIAL / BUSINESS OFFICE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,HOMICIDE,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,BATTERY,CTA BUS,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,4,THEFT,SIDEWALK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,CRIMINAL DAMAGE,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,11,BURGLARY,RESIDENCE-GARAGE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,25,MOTOR VEHICLE THEFT,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,THEFT,RESIDENCE PORCH/HALLWAY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,7,ROBBERY,SIDEWALK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,43,THEFT,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,WEAPONS VIOLATION,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,HOMICIDE,PORCH,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,ROBBERY,ALLEY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ROBBERY,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,PUBLIC PEACE VIOLATION,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,DECEPTIVE PRACTICE,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,CRIM SEXUAL ASSAULT,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,6,DECEPTIVE PRACTICE,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ROBBERY,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,16,BURGLARY,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,ATHLETIC CLUB,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,5,THEFT,VEHICLE NON-COMMERCIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL DAMAGE,HOTEL/MOTEL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,CHA APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,4,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,THEFT,VEHICLE-COMMERCIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,6,BATTERY,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,COLLEGE/UNIVERSITY GROUNDS,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ROBBERY,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,9,OTHER OFFENSE,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,BAR OR TAVERN,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,9,THEFT,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,13,THEFT,SMALL RETAIL STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BATTERY,CAR WASH,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ASSAULT,SIDEWALK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,14,DECEPTIVE PRACTICE,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,MOTOR VEHICLE THEFT,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BATTERY,CTA TRAIN,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BATTERY,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,CRIMINAL DAMAGE,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,PUBLIC INDECENCY,CTA TRAIN,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,BURGLARY,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,INTERFERENCE WITH PUBLIC OFFICER,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BATTERY,RESIDENTIAL YARD (FRONT/BACK),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,CONVENIENCE STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ROBBERY,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OFFENSE INVOLVING CHILDREN,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ROBBERY,CONVENIENCE STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,NARCOTICS,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,4,ASSAULT,RESIDENCE PORCH/HALLWAY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,10,CRIMINAL DAMAGE,APARTMENT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,VEHICLE NON-COMMERCIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,AIRCRAFT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,5,ROBBERY,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,OTHER OFFENSE,OTHER,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,GAS STATION,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BURGLARY,COMMERCIAL / BUSINESS OFFICE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,6,ASSAULT,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,HOTEL/MOTEL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,13,CRIMINAL DAMAGE,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,CRIMINAL TRESPASS,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,BATTERY,ALLEY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,PUBLIC PEACE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,28,BATTERY,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,THEFT,RESTAURANT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,DECEPTIVE PRACTICE,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,NARCOTICS,ALLEY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,DECEPTIVE PRACTICE,BANK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,GROCERY FOOD STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL DAMAGE,CTA TRAIN,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,POLICE FACILITY/VEH PARKING LOT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,CRIMINAL DAMAGE,RESIDENCE-GARAGE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,HOTEL/MOTEL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,THEFT,NURSING HOME/RETIREMENT HOME,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,BATTERY,RESIDENCE PORCH/HALLWAY,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,18,BATTERY,SIDEWALK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,ASSAULT,WAREHOUSE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,WEAPONS VIOLATION,VACANT LOT/LAND,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL DAMAGE,SMALL RETAIL STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,4,THEFT,DRIVEWAY - RESIDENTIAL,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,ATHLETIC CLUB,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BURGLARY,VACANT LOT/LAND,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,22,CRIMINAL DAMAGE,STREET,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,BATTERY,SMALL RETAIL STORE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,1,CRIMINAL TRESPASS,POLICE FACILITY/VEH PARKING LOT,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,CRIM SEXUAL ASSAULT,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,PUBLIC PEACE VIOLATION,SIDEWALK,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,2,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
1,2017,01,16,2017-01-16,3,OFFENSE INVOLVING CHILDREN,RESIDENCE,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1
2,2017,01,17,2017-01-17,3,CRIMINAL TRESPASS,STREET,36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1
2,2017,01,17,2017-01-17,24,CRIMINAL DAMAGE,RESIDENCE,36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1
2,2017,01,17,2017-01-17,12,OTHER OFFENSE,APARTMENT,36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1
2,2017,01,17,2017-01-17,1,DECEPTIVE PRACTICE,SMALL RETAIL STORE,36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1
2,2017,01,17,2017-01-17,2,DECEPTIVE PRACTICE,"SCHOOL, PUBLIC, BUILDING",36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1
